timestamp,power_kw,voltage,current_a,hour,day_of_week,is_weekend,is_spike
2026-04-17 14:11:35,1.185,230,5.15,14,4,0,0
2026-04-17 14:12:35,1.333,230,5.79,14,4,0,0
2026-04-17 14:13:35,1.365,230,5.93,14,4,0,0
2026-04-17 14:14:35,1.493,230,6.49,14,4,0,0
2026-04-17 14:15:35,1.38,230,6.0,14,4,0,0
2026-04-17 14:16:35,0.892,230,3.88,14,4,0,0
2026-04-17 14:17:35,1.259,230,5.47,14,4,0,0
2026-04-17 14:18:35,1.382,230,6.01,14,4,0,0
2026-04-17 14:19:35,1.195,230,5.19,14,4,0,0
2026-04-17 14:20:35,1.422,230,6.18,14,4,0,0
2026-04-17 14:21:35,1.077,230,4.68,14,4,0,0
2026-04-17 14:22:35,0.833,230,3.62,14,4,0,0
2026-04-17 14:23:35,0.842,230,3.66,14,4,0,0
2026-04-17 14:24:35,1.264,230,5.49,14,4,0,0
2026-04-17 14:25:35,1.212,230,5.27,14,4,0,0
2026-04-17 14:26:35,1.09,230,4.74,14,4,0,0
2026-04-17 14:27:35,1.235,230,5.37,14,4,0,0
2026-04-17 14:28:35,1.152,230,5.01,14,4,0,0
2026-04-17 14:29:35,0.983,230,4.27,14,4,0,0
2026-04-17 14:30:35,1.255,230,5.46,14,4,0,0
2026-04-17 14:31:35,1.115,230,4.85,14,4,0,0
2026-04-17 14:32:35,1.331,230,5.79,14,4,0,0
2026-04-17 14:33:35,1.276,230,5.55,14,4,0,0
2026-04-17 14:34:35,1.067,230,4.64,14,4,0,0
2026-04-17 14:35:35,1.047,230,4.55,14,4,0,0
2026-04-17 14:36:35,1.241,230,5.39,14,4,0,0
2026-04-17 14:37:35,0.765,230,3.32,14,4,0,0
2026-04-17 14:38:35,1.512,230,6.58,14,4,0,0
2026-04-17 14:39:35,1.499,230,6.52,14,4,0,0
2026-04-17 14:40:35,1.409,230,6.13,14,4,0,0
2026-04-17 14:41:35,0.998,230,4.34,14,4,0,0
2026-04-17 14:42:35,1.064,230,4.62,14,4,0,0
2026-04-17 14:43:35,1.215,230,5.28,14,4,0,0
2026-04-17 14:44:35,0.902,230,3.92,14,4,0,0
2026-04-17 14:45:35,1.275,230,5.54,14,4,0,0
2026-04-17 14:46:35,0.994,230,4.32,14,4,0,0
2026-04-17 14:47:35,0.976,230,4.24,14,4,0,0
2026-04-17 14:48:35,1.06,230,4.61,14,4,0,0
2026-04-17 14:49:35,1.161,230,5.05,14,4,0,0
2026-04-17 14:50:35,1.359,230,5.91,14,4,0,0
2026-04-17 14:51:35,0.808,230,3.51,14,4,0,0
2026-04-17 14:52:35,1.402,230,6.1,14,4,0,0
2026-04-17 14:53:35,1.32,230,5.74,14,4,0,0
2026-04-17 14:54:35,0.715,230,3.11,14,4,0,0
2026-04-17 14:55:35,1.022,230,4.44,14,4,0,0
2026-04-17 14:56:35,2.605,230,11.32,14,4,0,1
2026-04-17 14:57:35,1.426,230,6.2,14,4,0,0
2026-04-17 14:58:35,1.031,230,4.48,14,4,0,0
2026-04-17 14:59:35,1.468,230,6.38,14,4,0,0
2026-04-17 15:00:35,1.066,230,4.63,15,4,0,0
2026-04-17 15:01:35,0.976,230,4.24,15,4,0,0
2026-04-17 15:02:35,1.077,230,4.68,15,4,0,0
2026-04-17 15:03:35,1.063,230,4.62,15,4,0,0
2026-04-17 15:04:35,1.314,230,5.71,15,4,0,0
2026-04-17 15:05:35,1.267,230,5.51,15,4,0,0
2026-04-17 15:06:35,0.971,230,4.22,15,4,0,0
2026-04-17 15:07:35,1.266,230,5.5,15,4,0,0
2026-04-17 15:08:35,1.501,230,6.53,15,4,0,0
2026-04-17 15:09:35,0.947,230,4.12,15,4,0,0
2026-04-17 15:10:35,1.008,230,4.38,15,4,0,0
2026-04-17 15:11:35,1.043,230,4.54,15,4,0,0
2026-04-17 15:12:35,0.84,230,3.65,15,4,0,0
2026-04-17 15:13:35,0.887,230,3.86,15,4,0,0
2026-04-17 15:14:35,0.946,230,4.11,15,4,0,0
2026-04-17 15:15:35,1.06,230,4.61,15,4,0,0
2026-04-17 15:16:35,1.007,230,4.38,15,4,0,0
2026-04-17 15:17:35,5.797,230,25.2,15,4,0,1
2026-04-17 15:18:35,1.502,230,6.53,15,4,0,0
2026-04-17 15:19:35,0.942,230,4.09,15,4,0,0
2026-04-17 15:20:35,0.816,230,3.55,15,4,0,0
2026-04-17 15:21:35,1.329,230,5.78,15,4,0,0
2026-04-17 15:22:35,1.006,230,4.37,15,4,0,0
2026-04-17 15:23:35,1.177,230,5.12,15,4,0,0
2026-04-17 15:24:35,1.284,230,5.58,15,4,0,0
2026-04-17 15:25:35,0.941,230,4.09,15,4,0,0
2026-04-17 15:26:35,1.335,230,5.8,15,4,0,0
2026-04-17 15:27:35,1.296,230,5.63,15,4,0,0
2026-04-17 15:28:35,1.22,230,5.31,15,4,0,0
2026-04-17 15:29:35,0.978,230,4.25,15,4,0,0
2026-04-17 15:30:35,1.488,230,6.47,15,4,0,0
2026-04-17 15:31:35,1.466,230,6.38,15,4,0,0
2026-04-17 15:32:35,1.123,230,4.88,15,4,0,0
2026-04-17 15:33:35,1.266,230,5.51,15,4,0,0
2026-04-17 15:34:35,1.205,230,5.24,15,4,0,0
2026-04-17 15:35:35,0.913,230,3.97,15,4,0,0
2026-04-17 15:36:35,1.41,230,6.13,15,4,0,0
2026-04-17 15:37:35,1.037,230,4.51,15,4,0,0
2026-04-17 15:38:35,1.203,230,5.23,15,4,0,0
2026-04-17 15:39:35,1.027,230,4.46,15,4,0,0
2026-04-17 15:40:35,0.883,230,3.84,15,4,0,0
2026-04-17 15:41:35,1.199,230,5.21,15,4,0,0
2026-04-17 15:42:35,1.106,230,4.81,15,4,0,0
2026-04-17 15:43:35,1.3,230,5.65,15,4,0,0
2026-04-17 15:44:35,1.454,230,6.32,15,4,0,0
2026-04-17 15:45:35,0.911,230,3.96,15,4,0,0
2026-04-17 15:46:35,1.186,230,5.16,15,4,0,0
2026-04-17 15:47:35,0.984,230,4.28,15,4,0,0
2026-04-17 15:48:35,1.146,230,4.98,15,4,0,0
2026-04-17 15:49:35,0.899,230,3.91,15,4,0,0
2026-04-17 15:50:35,1.137,230,4.94,15,4,0,0
2026-04-17 15:51:35,1.18,230,5.13,15,4,0,0
2026-04-17 15:52:35,1.025,230,4.46,15,4,0,0
2026-04-17 15:53:35,1.357,230,5.9,15,4,0,0
2026-04-17 15:54:35,1.137,230,4.94,15,4,0,0
2026-04-17 15:55:35,1.104,230,4.8,15,4,0,0
2026-04-17 15:56:35,1.38,230,6.0,15,4,0,0
2026-04-17 15:57:35,0.992,230,4.31,15,4,0,0
2026-04-17 15:58:35,4.325,230,18.81,15,4,0,1
2026-04-17 15:59:35,0.928,230,4.03,15,4,0,0
2026-04-17 16:00:35,1.403,230,6.1,16,4,0,0
2026-04-17 16:01:35,1.471,230,6.4,16,4,0,0
2026-04-17 16:02:35,0.828,230,3.6,16,4,0,0
2026-04-17 16:03:35,1.455,230,6.33,16,4,0,0
2026-04-17 16:04:35,1.384,230,6.02,16,4,0,0
2026-04-17 16:05:35,1.191,230,5.18,16,4,0,0
2026-04-17 16:06:35,0.935,230,4.06,16,4,0,0
2026-04-17 16:07:35,1.235,230,5.37,16,4,0,0
2026-04-17 16:08:35,1.408,230,6.12,16,4,0,0
2026-04-17 16:09:35,1.016,230,4.42,16,4,0,0
2026-04-17 16:10:35,1.364,230,5.93,16,4,0,0
2026-04-17 16:11:35,3.224,230,14.02,16,4,0,1
2026-04-17 16:12:35,1.196,230,5.2,16,4,0,0
2026-04-17 16:13:35,1.043,230,4.54,16,4,0,0
2026-04-17 16:14:35,1.556,230,6.77,16,4,0,0
2026-04-17 16:15:35,1.367,230,5.94,16,4,0,0
2026-04-17 16:16:35,1.313,230,5.71,16,4,0,0
2026-04-17 16:17:35,1.171,230,5.09,16,4,0,0
2026-04-17 16:18:35,1.014,230,4.41,16,4,0,0
2026-04-17 16:19:35,1.277,230,5.55,16,4,0,0
2026-04-17 16:20:35,1.225,230,5.33,16,4,0,0
2026-04-17 16:21:35,1.294,230,5.62,16,4,0,0
2026-04-17 16:22:35,1.228,230,5.34,16,4,0,0
2026-04-17 16:23:35,1.31,230,5.7,16,4,0,0
2026-04-17 16:24:35,1.251,230,5.44,16,4,0,0
2026-04-17 16:25:35,0.973,230,4.23,16,4,0,0
2026-04-17 16:26:35,1.368,230,5.95,16,4,0,0
2026-04-17 16:27:35,1.285,230,5.59,16,4,0,0
2026-04-17 16:28:35,0.85,230,3.69,16,4,0,0
2026-04-17 16:29:35,1.278,230,5.56,16,4,0,0
2026-04-17 16:30:35,0.879,230,3.82,16,4,0,0
2026-04-17 16:31:35,1.03,230,4.48,16,4,0,0
2026-04-17 16:32:35,1.392,230,6.05,16,4,0,0
2026-04-17 16:33:35,1.067,230,4.64,16,4,0,0
2026-04-17 16:34:35,1.269,230,5.52,16,4,0,0
2026-04-17 16:35:35,1.209,230,5.26,16,4,0,0
2026-04-17 16:36:35,1.203,230,5.23,16,4,0,0
2026-04-17 16:37:35,1.044,230,4.54,16,4,0,0
2026-04-17 16:38:35,0.915,230,3.98,16,4,0,0
2026-04-17 16:39:35,1.034,230,4.49,16,4,0,0
2026-04-17 16:40:35,0.872,230,3.79,16,4,0,0
2026-04-17 16:41:35,0.803,230,3.49,16,4,0,0
2026-04-17 16:42:35,0.982,230,4.27,16,4,0,0
2026-04-17 16:43:35,1.086,230,4.72,16,4,0,0
2026-04-17 16:44:35,1.095,230,4.76,16,4,0,0
2026-04-17 16:45:35,1.418,230,6.17,16,4,0,0
2026-04-17 16:46:35,0.942,230,4.1,16,4,0,0
2026-04-17 16:47:35,0.908,230,3.95,16,4,0,0
2026-04-17 16:48:35,1.353,230,5.88,16,4,0,0
2026-04-17 16:49:35,0.889,230,3.87,16,4,0,0
2026-04-17 16:50:35,0.932,230,4.05,16,4,0,0
2026-04-17 16:51:35,1.279,230,5.56,16,4,0,0
2026-04-17 16:52:35,0.905,230,3.94,16,4,0,0
2026-04-17 16:53:35,1.391,230,6.05,16,4,0,0
2026-04-17 16:54:35,1.454,230,6.32,16,4,0,0
2026-04-17 16:55:35,1.0,230,4.35,16,4,0,0
2026-04-17 16:56:35,1.236,230,5.37,16,4,0,0
2026-04-17 16:57:35,0.784,230,3.41,16,4,0,0
2026-04-17 16:58:35,1.403,230,6.1,16,4,0,0
2026-04-17 16:59:35,1.2,230,5.22,16,4,0,0
2026-04-17 17:00:35,3.277,230,14.25,17,4,0,0
2026-04-17 17:01:35,7.199,230,31.3,17,4,0,1
2026-04-17 17:02:35,2.747,230,11.95,17,4,0,0
2026-04-17 17:03:35,3.918,230,17.03,17,4,0,0
2026-04-17 17:04:35,4.402,230,19.14,17,4,0,0
2026-04-17 17:05:35,2.228,230,9.69,17,4,0,0
2026-04-17 17:06:35,2.087,230,9.08,17,4,0,0
2026-04-17 17:07:35,2.319,230,10.08,17,4,0,0
2026-04-17 17:08:35,3.115,230,13.54,17,4,0,0
2026-04-17 17:09:35,4.18,230,18.17,17,4,0,0
2026-04-17 17:10:35,3.969,230,17.25,17,4,0,0
2026-04-17 17:11:35,2.429,230,10.56,17,4,0,0
2026-04-17 17:12:35,3.852,230,16.75,17,4,0,0
2026-04-17 17:13:35,2.146,230,9.33,17,4,0,0
2026-04-17 17:14:35,2.89,230,12.57,17,4,0,0
2026-04-17 17:15:35,4.365,230,18.98,17,4,0,0
2026-04-17 17:16:35,2.968,230,12.91,17,4,0,0
2026-04-17 17:17:35,2.722,230,11.84,17,4,0,0
2026-04-17 17:18:35,2.342,230,10.18,17,4,0,0
2026-04-17 17:19:35,3.509,230,15.26,17,4,0,0
2026-04-17 17:20:35,3.913,230,17.01,17,4,0,0
2026-04-17 17:21:35,2.351,230,10.22,17,4,0,0
2026-04-17 17:22:35,4.226,230,18.38,17,4,0,0
2026-04-17 17:23:35,3.343,230,14.54,17,4,0,0
2026-04-17 17:24:35,2.359,230,10.26,17,4,0,0
2026-04-17 17:25:35,2.122,230,9.23,17,4,0,0
2026-04-17 17:26:35,3.313,230,14.4,17,4,0,0
2026-04-17 17:27:35,2.526,230,10.98,17,4,0,0
2026-04-17 17:28:35,3.783,230,16.45,17,4,0,0
2026-04-17 17:29:35,3.479,230,15.13,17,4,0,0
2026-04-17 17:30:35,3.903,230,16.97,17,4,0,0
2026-04-17 17:31:35,2.878,230,12.51,17,4,0,0
2026-04-17 17:32:35,2.88,230,12.52,17,4,0,0
2026-04-17 17:33:35,2.287,230,9.94,17,4,0,0
2026-04-17 17:34:35,2.671,230,11.61,17,4,0,0
2026-04-17 17:35:35,2.334,230,10.15,17,4,0,0
2026-04-17 17:36:35,3.021,230,13.14,17,4,0,0
2026-04-17 17:37:35,2.397,230,10.42,17,4,0,0
2026-04-17 17:38:35,2.495,230,10.85,17,4,0,0
2026-04-17 17:39:35,2.378,230,10.34,17,4,0,0
2026-04-17 17:40:35,3.349,230,14.56,17,4,0,0
2026-04-17 17:41:35,3.053,230,13.28,17,4,0,0
2026-04-17 17:42:35,4.271,230,18.57,17,4,0,0
2026-04-17 17:43:35,2.364,230,10.28,17,4,0,0
2026-04-17 17:44:35,3.722,230,16.18,17,4,0,0
2026-04-17 17:45:35,3.194,230,13.89,17,4,0,0
2026-04-17 17:46:35,4.084,230,17.76,17,4,0,0
2026-04-17 17:47:35,3.433,230,14.93,17,4,0,0
2026-04-17 17:48:35,3.678,230,15.99,17,4,0,0
2026-04-17 17:49:35,4.038,230,17.56,17,4,0,0
2026-04-17 17:50:35,2.892,230,12.57,17,4,0,0
2026-04-17 17:51:35,4.022,230,17.49,17,4,0,0
2026-04-17 17:52:35,2.575,230,11.2,17,4,0,0
2026-04-17 17:53:35,4.076,230,17.72,17,4,0,1
2026-04-17 17:54:35,2.505,230,10.89,17,4,0,0
2026-04-17 17:55:35,2.562,230,11.14,17,4,0,0
2026-04-17 17:56:35,2.507,230,10.9,17,4,0,0
2026-04-17 17:57:35,2.217,230,9.64,17,4,0,0
2026-04-17 17:58:35,4.2,230,18.26,17,4,0,0
2026-04-17 17:59:35,3.924,230,17.06,17,4,0,0
2026-04-17 18:00:35,3.053,230,13.28,18,4,0,0
2026-04-17 18:01:35,2.981,230,12.96,18,4,0,0
2026-04-17 18:02:35,2.721,230,11.83,18,4,0,0
2026-04-17 18:03:35,2.555,230,11.11,18,4,0,0
2026-04-17 18:04:35,2.574,230,11.19,18,4,0,0
2026-04-17 18:05:35,4.44,230,19.3,18,4,0,0
2026-04-17 18:06:35,3.392,230,14.75,18,4,0,0
2026-04-17 18:07:35,3.497,230,15.2,18,4,0,0
2026-04-17 18:08:35,2.215,230,9.63,18,4,0,0
2026-04-17 18:09:35,2.242,230,9.75,18,4,0,0
2026-04-17 18:10:35,4.29,230,18.65,18,4,0,0
2026-04-17 18:11:35,3.784,230,16.45,18,4,0,0
2026-04-17 18:12:35,4.244,230,18.45,18,4,0,0
2026-04-17 18:13:35,2.87,230,12.48,18,4,0,0
2026-04-17 18:14:35,2.452,230,10.66,18,4,0,0
2026-04-17 18:15:35,3.49,230,15.18,18,4,0,0
2026-04-17 18:16:35,2.856,230,12.42,18,4,0,0
2026-04-17 18:17:35,2.191,230,9.53,18,4,0,0
2026-04-17 18:18:35,3.989,230,17.34,18,4,0,0
2026-04-17 18:19:35,2.873,230,12.49,18,4,0,0
2026-04-17 18:20:35,2.571,230,11.18,18,4,0,0
2026-04-17 18:21:35,4.394,230,19.11,18,4,0,0
2026-04-17 18:22:35,2.779,230,12.08,18,4,0,0
2026-04-17 18:23:35,4.423,230,19.23,18,4,0,0
2026-04-17 18:24:35,2.132,230,9.27,18,4,0,0
2026-04-17 18:25:35,2.625,230,11.41,18,4,0,0
2026-04-17 18:26:35,4.313,230,18.75,18,4,0,0
2026-04-17 18:27:35,2.337,230,10.16,18,4,0,0
2026-04-17 18:28:35,3.657,230,15.9,18,4,0,0
2026-04-17 18:29:35,2.542,230,11.05,18,4,0,0
2026-04-17 18:30:35,5.321,230,23.13,18,4,0,1
2026-04-17 18:31:35,3.854,230,16.76,18,4,0,0
2026-04-17 18:32:35,3.04,230,13.22,18,4,0,0
2026-04-17 18:33:35,3.952,230,17.18,18,4,0,0
2026-04-17 18:34:35,4.404,230,19.15,18,4,0,0
2026-04-17 18:35:35,3.787,230,16.47,18,4,0,0
2026-04-17 18:36:35,2.502,230,10.88,18,4,0,0
2026-04-17 18:37:35,4.089,230,17.78,18,4,0,0
2026-04-17 18:38:35,3.386,230,14.72,18,4,0,0
2026-04-17 18:39:35,2.769,230,12.04,18,4,0,0
2026-04-17 18:40:35,4.114,230,17.89,18,4,0,0
2026-04-17 18:41:35,2.897,230,12.59,18,4,0,0
2026-04-17 18:42:35,2.623,230,11.4,18,4,0,0
2026-04-17 18:43:35,2.764,230,12.02,18,4,0,0
2026-04-17 18:44:35,3.158,230,13.73,18,4,0,0
2026-04-17 18:45:35,7.702,230,33.49,18,4,0,1
2026-04-17 18:46:35,4.197,230,18.25,18,4,0,0
2026-04-17 18:47:35,4.401,230,19.13,18,4,0,0
2026-04-17 18:48:35,3.625,230,15.76,18,4,0,0
2026-04-17 18:49:35,3.831,230,16.66,18,4,0,0
2026-04-17 18:50:35,2.877,230,12.51,18,4,0,0
2026-04-17 18:51:35,3.878,230,16.86,18,4,0,0
2026-04-17 18:52:35,4.355,230,18.93,18,4,0,0
2026-04-17 18:53:35,2.196,230,9.55,18,4,0,0
2026-04-17 18:54:35,3.166,230,13.77,18,4,0,0
2026-04-17 18:55:35,2.849,230,12.39,18,4,0,0
2026-04-17 18:56:35,2.978,230,12.95,18,4,0,0
2026-04-17 18:57:35,3.254,230,14.15,18,4,0,0
2026-04-17 18:58:35,3.523,230,15.32,18,4,0,0
2026-04-17 18:59:35,3.483,230,15.14,18,4,0,0
2026-04-17 19:00:35,2.313,230,10.06,19,4,0,0
2026-04-17 19:01:35,4.412,230,19.18,19,4,0,0
2026-04-17 19:02:35,3.7,230,16.09,19,4,0,0
2026-04-17 19:03:35,3.045,230,13.24,19,4,0,0
2026-04-17 19:04:35,2.427,230,10.55,19,4,0,0
2026-04-17 19:05:35,4.445,230,19.33,19,4,0,0
2026-04-17 19:06:35,3.196,230,13.89,19,4,0,0
2026-04-17 19:07:35,3.33,230,14.48,19,4,0,0
2026-04-17 19:08:35,4.144,230,18.02,19,4,0,0
2026-04-17 19:09:35,2.661,230,11.57,19,4,0,0
2026-04-17 19:10:35,2.932,230,12.75,19,4,0,0
2026-04-17 19:11:35,2.999,230,13.04,19,4,0,0
2026-04-17 19:12:35,2.655,230,11.55,19,4,0,0
2026-04-17 19:13:35,3.872,230,16.83,19,4,0,0
2026-04-17 19:14:35,2.65,230,11.52,19,4,0,0
2026-04-17 19:15:35,3.953,230,17.19,19,4,0,0
2026-04-17 19:16:35,2.487,230,10.82,19,4,0,0
2026-04-17 19:17:35,2.696,230,11.72,19,4,0,0
2026-04-17 19:18:35,2.243,230,9.75,19,4,0,0
2026-04-17 19:19:35,2.37,230,10.3,19,4,0,0
2026-04-17 19:20:35,2.823,230,12.28,19,4,0,0
2026-04-17 19:21:35,3.773,230,16.41,19,4,0,0
2026-04-17 19:22:35,4.098,230,17.82,19,4,0,0
2026-04-17 19:23:35,2.038,230,8.86,19,4,0,0
2026-04-17 19:24:35,2.356,230,10.24,19,4,0,0
2026-04-17 19:25:35,2.245,230,9.76,19,4,0,0
2026-04-17 19:26:35,3.495,230,15.2,19,4,0,0
2026-04-17 19:27:35,2.928,230,12.73,19,4,0,0
2026-04-17 19:28:35,3.796,230,16.51,19,4,0,0
2026-04-17 19:29:35,2.991,230,13.0,19,4,0,0
2026-04-17 19:30:35,4.283,230,18.62,19,4,0,0
2026-04-17 19:31:35,4.43,230,19.26,19,4,0,0
2026-04-17 19:32:35,3.014,230,13.1,19,4,0,0
2026-04-17 19:33:35,3.063,230,13.32,19,4,0,0
2026-04-17 19:34:35,2.177,230,9.46,19,4,0,0
2026-04-17 19:35:35,4.25,230,18.48,19,4,0,0
2026-04-17 19:36:35,2.378,230,10.34,19,4,0,0
2026-04-17 19:37:35,2.568,230,11.16,19,4,0,0
2026-04-17 19:38:35,3.694,230,16.06,19,4,0,0
2026-04-17 19:39:35,3.716,230,16.16,19,4,0,0
2026-04-17 19:40:35,2.561,230,11.13,19,4,0,0
2026-04-17 19:41:35,3.644,230,15.84,19,4,0,0
2026-04-17 19:42:35,3.057,230,13.29,19,4,0,0
2026-04-17 19:43:35,4.229,230,18.39,19,4,0,0
2026-04-17 19:44:35,2.402,230,10.44,19,4,0,0
2026-04-17 19:45:35,3.123,230,13.58,19,4,0,0
2026-04-17 19:46:35,2.947,230,12.81,19,4,0,0
2026-04-17 19:47:35,2.454,230,10.67,19,4,0,0
2026-04-17 19:48:35,3.203,230,13.93,19,4,0,0
2026-04-17 19:49:35,3.019,230,13.13,19,4,0,0
2026-04-17 19:50:35,4.079,230,17.74,19,4,0,0
2026-04-17 19:51:35,3.605,230,15.67,19,4,0,0
2026-04-17 19:52:35,4.155,230,18.07,19,4,0,0
2026-04-17 19:53:35,2.378,230,10.34,19,4,0,0
2026-04-17 19:54:35,3.368,230,14.65,19,4,0,0
2026-04-17 19:55:35,2.506,230,10.9,19,4,0,0
2026-04-17 19:56:35,2.317,230,10.07,19,4,0,0
2026-04-17 19:57:35,3.865,230,16.81,19,4,0,1
2026-04-17 19:58:35,4.525,230,19.67,19,4,0,0
2026-04-17 19:59:35,3.817,230,16.59,19,4,0,0
2026-04-17 20:00:35,3.066,230,13.33,20,4,0,0
2026-04-17 20:01:35,3.403,230,14.8,20,4,0,0
2026-04-17 20:02:35,2.576,230,11.2,20,4,0,0
2026-04-17 20:03:35,2.346,230,10.2,20,4,0,0
2026-04-17 20:04:35,3.787,230,16.47,20,4,0,0
2026-04-17 20:05:35,3.098,230,13.47,20,4,0,0
2026-04-17 20:06:35,3.389,230,14.73,20,4,0,0
2026-04-17 20:07:35,3.232,230,14.05,20,4,0,0
2026-04-17 20:08:35,2.888,230,12.56,20,4,0,0
2026-04-17 20:09:35,2.383,230,10.36,20,4,0,0
2026-04-17 20:10:35,2.827,230,12.29,20,4,0,0
2026-04-17 20:11:35,5.209,230,22.65,20,4,0,1
2026-04-17 20:12:35,2.476,230,10.76,20,4,0,0
2026-04-17 20:13:35,3.132,230,13.62,20,4,0,0
2026-04-17 20:14:35,4.101,230,17.83,20,4,0,0
2026-04-17 20:15:35,3.811,230,16.57,20,4,0,0
2026-04-17 20:16:35,3.161,230,13.74,20,4,0,0
2026-04-17 20:17:35,3.623,230,15.75,20,4,0,0
2026-04-17 20:18:35,2.192,230,9.53,20,4,0,0
2026-04-17 20:19:35,4.277,230,18.6,20,4,0,0
2026-04-17 20:20:35,4.36,230,18.96,20,4,0,0
2026-04-17 20:21:35,4.226,230,18.37,20,4,0,0
2026-04-17 20:22:35,2.29,230,9.96,20,4,0,0
2026-04-17 20:23:35,4.047,230,17.6,20,4,0,0
2026-04-17 20:24:35,2.616,230,11.37,20,4,0,0
2026-04-17 20:25:35,1.995,230,8.67,20,4,0,0
2026-04-17 20:26:35,3.378,230,14.68,20,4,0,0
2026-04-17 20:27:35,4.218,230,18.34,20,4,0,0
2026-04-17 20:28:35,3.347,230,14.55,20,4,0,0
2026-04-17 20:29:35,2.608,230,11.34,20,4,0,0
2026-04-17 20:30:35,2.341,230,10.18,20,4,0,0
2026-04-17 20:31:35,2.159,230,9.39,20,4,0,0
2026-04-17 20:32:35,4.157,230,18.07,20,4,0,0
2026-04-17 20:33:35,2.37,230,10.31,20,4,0,0
2026-04-17 20:34:35,2.532,230,11.01,20,4,0,0
2026-04-17 20:35:35,2.952,230,12.83,20,4,0,0
2026-04-17 20:36:35,2.231,230,9.7,20,4,0,0
2026-04-17 20:37:35,4.412,230,19.18,20,4,0,0
2026-04-17 20:38:35,3.895,230,16.93,20,4,0,0
2026-04-17 20:39:35,3.53,230,15.35,20,4,0,0
2026-04-17 20:40:35,2.583,230,11.23,20,4,0,0
2026-04-17 20:41:35,3.394,230,14.76,20,4,0,0
2026-04-17 20:42:35,3.027,230,13.16,20,4,0,0
2026-04-17 20:43:35,2.966,230,12.89,20,4,0,0
2026-04-17 20:44:35,1.997,230,8.68,20,4,0,0
2026-04-17 20:45:35,2.36,230,10.26,20,4,0,0
2026-04-17 20:46:35,2.643,230,11.49,20,4,0,0
2026-04-17 20:47:35,2.86,230,12.43,20,4,0,0
2026-04-17 20:48:35,3.48,230,15.13,20,4,0,0
2026-04-17 20:49:35,2.361,230,10.27,20,4,0,0
2026-04-17 20:50:35,4.092,230,17.79,20,4,0,0
2026-04-17 20:51:35,4.328,230,18.82,20,4,0,0
2026-04-17 20:52:35,4.39,230,19.09,20,4,0,0
2026-04-17 20:53:35,4.361,230,18.96,20,4,0,0
2026-04-17 20:54:35,3.16,230,13.74,20,4,0,0
2026-04-17 20:55:35,3.671,230,15.96,20,4,0,0
2026-04-17 20:56:35,3.331,230,14.48,20,4,0,0
2026-04-17 20:57:35,2.17,230,9.43,20,4,0,0
2026-04-17 20:58:35,2.3,230,10.0,20,4,0,0
2026-04-17 20:59:35,2.707,230,11.77,20,4,0,0
2026-04-17 21:00:35,3.184,230,13.84,21,4,0,0
2026-04-17 21:01:35,3.1,230,13.48,21,4,0,0
2026-04-17 21:02:35,2.467,230,10.72,21,4,0,0
2026-04-17 21:03:35,3.578,230,15.56,21,4,0,0
2026-04-17 21:04:35,3.642,230,15.84,21,4,0,0
2026-04-17 21:05:35,4.08,230,17.74,21,4,0,0
2026-04-17 21:06:35,2.903,230,12.62,21,4,0,0
